user_id,group_id,event_count,interest_vector
3633,8,99,"0.001432;0.000619;0.103288;0.000000;0.000000;0.000654;0.000935;0.000954;0.886117;0.000385;0.003570;0.002046"
3634,9,72,"0.000000;0.000000;0.000000;0.000000;0.001023;0.000000;0.000000;0.000000;0.048123;0.950854;0.000000;0.000000"
3635,10,28,"0.020668;0.000000;0.006381;0.069281;0.005519;0.000000;0.000000;0.013687;0.011447;0.000000;0.850655;0.022362"
3636,11,43,"0.004813;0.000000;0.000832;0.000656;0.000999;0.000000;0.002876;0.000000;0.042774;0.007346;0.002980;0.936724"
3637,0,21,"0.891949;0.002732;0.000000;0.000000;0.093761;0.000000;0.006443;0.000000;0.000000;0.001895;0.003221;0.000000"
3638,1,67,"0.000000;0.973952;0.001863;0.001753;0.000518;0.000497;0.004016;0.000000;0.000000;0.000000;0.017400;0.000000"
3639,2,39,"0.000000;0.000000;0.923650;0.000000;0.000000;0.000000;0.000000;0.076350;0.000000;0.000000;0.000000;0.000000"
3640,3,21,"0.000000;0.000000;0.000000;0.955071;0.044929;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000"
3641,4,69,"0.000000;0.122082;0.000000;0.000000;0.860130;0.000989;0.000000;0.005330;0.000000;0.003738;0.000000;0.007732"
3642,5,59,"0.010176;0.000000;0.001412;0.000000;0.003259;0.882906;0.009260;0.000947;0.002284;0.000000;0.000000;0.089756"
3643,6,72,"0.029458;0.000000;0.002489;0.001296;0.000899;0.000000;0.910512;0.001788;0.003631;0.046919;0.000000;0.003009"
3644,7,74,"0.000000;0.000000;0.000644;0.000000;0.000000;0.000000;0.000000;0.943581;0.000000;0.001537;0.052308;0.001931"
3645,8,26,"0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.056390;0.000000;0.943610;0.000000;0.000000;0.000000"
3646,9,176,"0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.047646;0.952354;0.000000;0.000000"
3647,10,447,"0.001573;0.000374;0.000588;0.000591;0.000519;0.001051;0.061793;0.001067;0.001368;0.000740;0.928806;0.001530"
3648,11,64,"0.002650;0.002263;0.000000;0.196984;0.002156;0.000000;0.002574;0.002157;0.000000;0.000719;0.000000;0.790496"
3649,0,158,"0.932987;0.000560;0.008629;0.003661;0.004270;0.030041;0.004258;0.003093;0.005112;0.002626;0.002768;0.001996"
3650,1,41,"0.005827;0.941798;0.001295;0.000000;0.000622;0.000000;0.000000;0.036441;0.005778;0.006373;0.000000;0.001866"
3651,2,76,"0.000000;0.001370;0.952135;0.000000;0.000000;0.000536;0.001656;0.001135;0.000617;0.004201;0.038351;0.000000"
3652,3,58,"0.001698;0.000000;0.000056;0.960829;0.000000;0.027592;0.002241;0.000764;0.001460;0.000821;0.004538;0.000000"
3653,4,23,"0.000000;0.000000;0.000000;0.000000;0.946424;0.000000;0.041347;0.005630;0.000000;0.000000;0.004305;0.002293"
3654,5,63,"0.023228;0.001967;0.005585;0.000000;0.002346;0.939073;0.000000;0.004587;0.012322;0.003046;0.003321;0.004525"
3655,6,166,"0.033861;0.002450;0.002462;0.002504;0.002604;0.000835;0.941643;0.002736;0.000857;0.005128;0.002088;0.002831"
3656,7,72,"0.004286;0.002651;0.146224;0.001632;0.002917;0.002493;0.002882;0.834099;0.000000;0.000504;0.002313;0.000000"
3657,8,38,"0.000000;0.030187;0.002537;0.000000;0.000000;0.000000;0.000000;0.000000;0.966232;0.000000;0.000000;0.001045"
3658,9,244,"0.000465;0.000000;0.000000;0.000335;0.000000;0.000000;0.054968;0.000219;0.000000;0.943062;0.000721;0.000231"
3659,10,53,"0.001306;0.001702;0.000000;0.031199;0.000937;0.006019;0.005029;0.002812;0.000000;0.000000;0.949098;0.001896"
3660,11,79,"0.000000;0.035637;0.000000;0.001478;0.000000;0.000000;0.000000;0.000000;0.000000;0.002802;0.000183;0.959900"
3661,0,54,"0.965081;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.030636;0.004283;0.000000"
3662,1,37,"0.001028;0.968768;0.001588;0.000000;0.007011;0.009294;0.005246;0.001642;0.003227;0.000000;0.000000;0.002195"
3663,2,31,"0.002199;0.003362;0.898436;0.000000;0.089248;0.000000;0.000000;0.000655;0.000000;0.002180;0.000000;0.003920"
3664,3,34,"0.003872;0.000000;0.000000;0.976817;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.019311"
3665,4,145,"0.001962;0.002588;0.003750;0.002313;0.908994;0.001435;0.002121;0.062300;0.003551;0.005010;0.002048;0.003927"
3666,5,130,"0.000910;0.004363;0.000805;0.001976;0.003294;0.940415;0.002948;0.002883;0.034726;0.005829;0.000675;0.001175"
3667,6,27,"0.000000;0.000000;0.000000;0.000000;0.000000;0.002855;0.939967;0.000000;0.000000;0.000000;0.000000;0.057178"
3668,7,117,"0.000000;0.000000;0.090945;0.000000;0.000000;0.000000;0.000000;0.909055;0.000000;0.000000;0.000000;0.000000"
3669,8,231,"0.001508;0.001278;0.001162;0.000666;0.041983;0.000000;0.000614;0.001832;0.947876;0.000496;0.001438;0.001148"
3670,9,50,"0.000000;0.000000;0.000000;0.000000;0.000000;0.090326;0.000000;0.000000;0.000000;0.909674;0.000000;0.000000"
3671,10,77,"0.000000;0.000000;0.037530;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.962470;0.000000"
3672,11,180,"0.000160;0.000000;0.000000;0.124544;0.000000;0.000000;0.000000;0.000000;0.000000;0.000917;0.000480;0.873899"
3673,0,72,"0.946826;0.003117;0.000000;0.000971;0.000708;0.002432;0.002060;0.001995;0.036058;0.002573;0.001770;0.001491"
3674,1,213,"0.002399;0.940582;0.027328;0.002353;0.002234;0.001351;0.003147;0.002232;0.006662;0.004143;0.003597;0.003971"
3675,2,47,"0.000000;0.000181;0.913823;0.004377;0.000000;0.000000;0.006578;0.004338;0.061265;0.000000;0.005564;0.003873"
3676,3,66,"0.002372;0.001729;0.002718;0.922477;0.000256;0.004129;0.000673;0.000000;0.001065;0.000000;0.064582;0.000000"
3677,4,159,"0.006525;0.000714;0.000515;0.002691;0.923065;0.048212;0.005868;0.002423;0.001141;0.003346;0.003778;0.001723"
3678,5,60,"0.001053;0.000000;0.003897;0.061251;0.000000;0.932449;0.000000;0.000000;0.000000;0.000000;0.001350;0.000000"
3679,6,68,"0.001160;0.004505;0.002655;0.121689;0.000000;0.001976;0.859511;0.000000;0.008503;0.000000;0.000000;0.000000"
3680,7,83,"0.000100;0.001954;0.001744;0.000000;0.002403;0.001593;0.000298;0.911789;0.002884;0.074167;0.002646;0.000422"
3681,8,225,"0.001373;0.003900;0.001766;0.001030;0.001631;0.049234;0.002042;0.003473;0.931787;0.001072;0.000376;0.002316"
3682,9,44,"0.004533;0.000000;0.009675;0.000000;0.000000;0.000000;0.004502;0.000000;0.004637;0.976654;0.000000;0.000000"
3683,10,43,"0.000000;0.000000;0.000000;0.000000;0.000763;0.000000;0.000000;0.000000;0.000000;0.000000;0.945464;0.053773"
3684,11,78,"0.003525;0.001613;0.002816;0.001462;0.000680;0.004792;0.001931;0.000000;0.001713;0.004384;0.045076;0.932009"
3685,0,31,"0.903784;0.004073;0.087204;0.001328;0.000000;0.000000;0.000000;0.000000;0.000000;0.003610;0.000000;0.000000"
3686,1,130,"0.003258;0.926756;0.005235;0.001076;0.002838;0.003966;0.003751;0.004179;0.004222;0.038076;0.001281;0.005362"
3687,2,77,"0.000949;0.000000;0.935448;0.000000;0.001154;0.000000;0.061604;0.000000;0.000000;0.000844;0.000000;0.000000"
3688,3,73,"0.000000;0.000000;0.000690;0.921816;0.000000;0.002413;0.001303;0.000000;0.000000;0.000660;0.070027;0.003091"
3689,4,28,"0.005830;0.000000;0.010757;0.001245;0.935980;0.000000;0.013375;0.007585;0.000000;0.014770;0.005299;0.005158"
3690,5,72,"0.001250;0.002376;0.002577;0.045751;0.002442;0.937991;0.001251;0.000000;0.000000;0.002586;0.001890;0.001886"
3691,6,140,"0.000957;0.005364;0.000336;0.001124;0.001561;0.001963;0.911571;0.074284;0.001364;0.000878;0.000500;0.000098"
3692,7,250,"0.000981;0.002001;0.001154;0.006696;0.001561;0.003646;0.001958;0.954582;0.002077;0.003506;0.001149;0.020689"
3693,8,169,"0.000498;0.002697;0.001922;0.001308;0.000810;0.000899;0.021702;0.001910;0.959954;0.003530;0.002094;0.002676"
3694,9,20,"0.003927;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.010723;0.000000;0.847282;0.000000;0.138068"
3695,10,221,"0.001766;0.000595;0.000878;0.000042;0.080290;0.000867;0.001083;0.000315;0.001386;0.000000;0.912284;0.000495"
3696,11,81,"0.003991;0.002366;0.004059;0.000676;0.004081;0.049580;0.000890;0.005976;0.002696;0.002406;0.001118;0.922161"
3697,0,27,"0.944794;0.000000;0.000000;0.000000;0.001060;0.003663;0.000000;0.000000;0.000000;0.000000;0.050484;0.000000"
3698,1,196,"0.007199;0.924743;0.004152;0.002358;0.003604;0.020396;0.005649;0.001701;0.002948;0.018227;0.007300;0.001722"
3699,2,54,"0.000000;0.000000;0.972374;0.002510;0.000000;0.000000;0.000000;0.000000;0.025116;0.000000;0.000000;0.000000"
3700,3,51,"0.000000;0.000000;0.000000;0.927801;0.000000;0.000000;0.000000;0.072199;0.000000;0.000000;0.000000;0.000000"
3701,4,49,"0.001577;0.033139;0.000000;0.003155;0.941896;0.002123;0.006293;0.003874;0.003463;0.003326;0.001153;0.000000"
3702,5,41,"0.001280;0.004264;0.074599;0.004347;0.000926;0.912403;0.000000;0.000000;0.002182;0.000000;0.000000;0.000000"
3703,6,38,"0.000000;0.000000;0.003689;0.001154;0.000000;0.017927;0.758050;0.000000;0.018049;0.185402;0.008628;0.007101"
3704,7,22,"0.009559;0.000000;0.000000;0.000000;0.051473;0.000000;0.000000;0.938967;0.000000;0.000000;0.000000;0.000000"
3705,8,61,"0.001194;0.000000;0.000000;0.000000;0.087609;0.001939;0.000000;0.003004;0.894551;0.001124;0.008273;0.002304"
3706,9,35,"0.076905;0.000000;0.000000;0.000684;0.000000;0.000000;0.000000;0.000000;0.000000;0.922412;0.000000;0.000000"
3707,10,27,"0.000000;0.281597;0.000000;0.000000;0.000000;0.001802;0.000000;0.000000;0.000000;0.000000;0.716600;0.000000"
3708,11,165,"0.000987;0.061294;0.002566;0.000127;0.000666;0.001238;0.000471;0.001901;0.001757;0.000987;0.002692;0.925313"
3709,0,768,"0.899614;0.000266;0.000409;0.000073;0.000934;0.000486;0.000522;0.000239;0.000680;0.000537;0.095807;0.000434"
3710,1,142,"0.023262;0.948953;0.001538;0.004664;0.004392;0.003489;0.002013;0.003086;0.004390;0.002316;0.000980;0.000917"
3711,2,22,"0.020958;0.000000;0.972285;0.000000;0.000000;0.000000;0.002863;0.000000;0.000000;0.003894;0.000000;0.000000"
3712,3,23,"0.013953;0.006602;0.000368;0.953182;0.000000;0.003112;0.000000;0.007833;0.001313;0.011899;0.000000;0.001738"
3713,4,70,"0.002416;0.002213;0.000654;0.000000;0.949001;0.000000;0.038039;0.000000;0.002534;0.002240;0.001208;0.001695"
3714,5,64,"0.000000;0.000000;0.000000;0.000000;0.000000;0.970878;0.000000;0.000000;0.029122;0.000000;0.000000;0.000000"
3715,6,51,"0.002354;0.000000;0.000000;0.104800;0.000000;0.008149;0.873130;0.004231;0.000000;0.003420;0.003917;0.000000"
3716,7,73,"0.000000;0.000000;0.000000;0.000000;0.000000;0.000473;0.000000;0.961864;0.000000;0.034440;0.003223;0.000000"
3717,8,61,"0.000000;0.000000;0.000000;0.001609;0.000000;0.000000;0.000000;0.084427;0.910898;0.000000;0.001367;0.001699"
3718,9,79,"0.000000;0.102466;0.000000;0.000000;0.000088;0.000000;0.000000;0.000000;0.000646;0.896799;0.000000;0.000000"
3719,10,22,"0.000000;0.000000;0.003457;0.000000;0.004357;0.000000;0.076616;0.000000;0.000000;0.000000;0.911096;0.004475"
3720,11,60,"0.002597;0.004953;0.000000;0.109968;0.001623;0.004639;0.004468;0.000766;0.000000;0.002652;0.000000;0.868334"
3721,0,27,"0.910674;0.000000;0.082266;0.002904;0.000000;0.000000;0.000000;0.004156;0.000000;0.000000;0.000000;0.000000"
3722,1,82,"0.005425;0.925649;0.000318;0.005069;0.000000;0.003890;0.006249;0.000000;0.004790;0.002084;0.038286;0.008240"
3723,2,49,"0.000000;0.000000;0.878941;0.000000;0.000000;0.120526;0.000533;0.000000;0.000000;0.000000;0.000000;0.000000"
3724,3,158,"0.004100;0.001576;0.000000;0.884534;0.000194;0.002042;0.002444;0.001752;0.000970;0.000982;0.099132;0.002274"
3725,4,53,"0.000000;0.000000;0.084512;0.000000;0.915488;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000"
3726,5,75,"0.001167;0.003167;0.001609;0.004059;0.000957;0.968392;0.000000;0.000086;0.001857;0.016220;0.000755;0.001731"
3727,6,21,"0.000000;0.000000;0.000000;0.000000;0.000000;0.002163;0.841549;0.000000;0.000000;0.000000;0.156288;0.000000"
3728,7,42,"0.000000;0.000000;0.001914;0.001965;0.005842;0.000883;0.002857;0.954062;0.000000;0.000000;0.029931;0.002548"
3729,8,160,"0.001835;0.003231;0.001245;0.090478;0.002852;0.000000;0.002748;0.003822;0.871786;0.018044;0.001012;0.002947"
3730,9,59,"0.001234;0.000000;0.000000;0.001147;0.000000;0.000000;0.086497;0.000000;0.000000;0.902941;0.003727;0.004454"
3731,10,47,"0.003394;0.000000;0.003594;0.004316;0.002297;0.000000;0.000000;0.034181;0.013747;0.000000;0.935355;0.003116"
3732,11,165,"0.001527;0.028318;0.001064;0.000913;0.004922;0.000944;0.000651;0.001688;0.001507;0.001191;0.004700;0.952574"
3733,0,135,"0.864984;0.130203;0.001133;0.000000;0.001127;0.001224;0.000000;0.000000;0.000279;0.000956;0.000000;0.000093"
3734,1,44,"0.045043;0.942337;0.000000;0.000000;0.001786;0.000000;0.001165;0.002734;0.006936;0.000000;0.000000;0.000000"
3735,2,331,"0.001115;0.039118;0.952734;0.000283;0.000538;0.001672;0.000181;0.000170;0.001151;0.002186;0.000388;0.000462"
3736,3,68,"0.003612;0.003039;0.004642;0.948135;0.001657;0.002007;0.000971;0.002194;0.000000;0.006137;0.027606;0.000000"
3737,4,242,"0.037538;0.001000;0.002999;0.002591;0.937881;0.006082;0.003326;0.001985;0.001794;0.001116;0.002584;0.001104"
3738,5,226,"0.002328;0.000990;0.001798;0.059140;0.002359;0.916534;0.001263;0.001420;0.003328;0.004811;0.004050;0.001978"
3739,6,65,"0.000000;0.001818;0.000000;0.000000;0.000000;0.100973;0.897209;0.000000;0.000000;0.000000;0.000000;0.000000"
3740,7,58,"0.006636;0.000849;0.083203;0.002503;0.002460;0.000000;0.000000;0.904349;0.000000;0.000000;0.000000;0.000000"
3741,8,47,"0.004765;0.053442;0.000000;0.001675;0.000781;0.003965;0.000000;0.003224;0.931627;0.000000;0.000521;0.000000"
3742,9,55,"0.084619;0.000000;0.001008;0.004027;0.001649;0.007465;0.001236;0.001433;0.000000;0.894929;0.001336;0.002300"
3743,10,37,"0.000000;0.000000;0.000000;0.002915;0.000000;0.002961;0.050327;0.005882;0.005350;0.000000;0.928815;0.003751"
3744,11,42,"0.003993;0.000000;0.000000;0.001321;0.000000;0.000000;0.000000;0.000000;0.168471;0.000000;0.000000;0.826215"
3745,0,156,"0.925158;0.000000;0.001340;0.000124;0.000477;0.000802;0.001658;0.066979;0.000000;0.001530;0.000969;0.000962"
3746,1,26,"0.008400;0.934245;0.006062;0.000000;0.004685;0.000000;0.014178;0.000000;0.000000;0.000000;0.000000;0.032429"
3747,2,36,"0.000000;0.000000;0.973155;0.000000;0.000000;0.000000;0.000000;0.000000;0.026845;0.000000;0.000000;0.000000"
3748,3,64,"0.000000;0.001067;0.000000;0.981534;0.001951;0.000000;0.001531;0.004756;0.000000;0.005109;0.001504;0.002547"
3749,4,90,"0.002732;0.000000;0.003115;0.002556;0.865857;0.115483;0.001331;0.000372;0.001552;0.002103;0.001499;0.003401"
3750,5,37,"0.000000;0.000000;0.000000;0.000000;0.000000;0.984142;0.000000;0.000000;0.015858;0.000000;0.000000;0.000000"
3751,6,23,"0.000000;0.000000;0.000000;0.103678;0.000000;0.000000;0.896322;0.000000;0.000000;0.000000;0.000000;0.000000"
3752,7,26,"0.000000;0.000000;0.000000;0.000000;0.000000;0.025247;0.000000;0.973092;0.000000;0.000000;0.000000;0.001661"
3753,8,224,"0.001080;0.000861;0.000405;0.001756;0.000214;0.017781;0.000728;0.001764;0.970710;0.002182;0.001883;0.000636"
3754,9,71,"0.000000;0.006166;0.001798;0.004120;0.000712;0.024019;0.008177;0.006289;0.000799;0.942728;0.001772;0.003420"
3755,10,69,"0.000000;0.000000;0.002163;0.000000;0.000407;0.000000;0.000000;0.000000;0.000000;0.026319;0.971112;0.000000"
3756,11,154,"0.001243;0.001241;0.001220;0.001609;0.075892;0.001974;0.000874;0.001866;0.000661;0.002475;0.000000;0.910946"
3757,0,27,"0.894516;0.000000;0.004468;0.000000;0.090067;0.000000;0.000000;0.000000;0.000000;0.000000;0.004240;0.006708"
3758,1,174,"0.020293;0.943574;0.003147;0.003027;0.010670;0.004696;0.004449;0.000000;0.003028;0.001627;0.002138;0.003352"
3759,2,190,"0.001307;0.001954;0.966891;0.000998;0.001799;0.014059;0.002053;0.003778;0.002258;0.001160;0.001705;0.002037"
3760,3,43,"0.000000;0.000000;0.000000;0.852039;0.147961;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000"
3761,4,27,"0.000000;0.095507;0.000000;0.006611;0.868542;0.004816;0.000000;0.003554;0.014231;0.000000;0.000000;0.006738"
3762,5,49,"0.000000;0.000000;0.022483;0.000610;0.000000;0.976907;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000"
3763,6,62,"0.000000;0.000000;0.000128;0.000000;0.000000;0.000000;0.955583;0.002513;0.001198;0.000000;0.000000;0.040578"
3764,7,23,"0.000000;0.000000;0.001240;0.000000;0.056285;0.003720;0.000000;0.938755;0.000000;0.000000;0.000000;0.000000"
3765,8,33,"0.034150;0.000000;0.000000;0.000000;0.004164;0.000000;0.005043;0.000000;0.955324;0.001319;0.000000;0.000000"
3766,9,64,"0.003890;0.000000;0.005983;0.001710;0.002355;0.002309;0.037880;0.002651;0.001310;0.933608;0.002410;0.005894"
3767,10,78,"0.001817;0.000000;0.002526;0.000000;0.000000;0.066966;0.000000;0.000753;0.000000;0.001164;0.924809;0.001965"
3768,11,99,"0.000829;0.026609;0.004470;0.004611;0.002272;0.005069;0.000417;0.000000;0.004358;0.004958;0.002731;0.943675"
3769,0,73,"0.945691;0.000000;0.001293;0.000000;0.003447;0.000000;0.002012;0.003001;0.006621;0.035432;0.001510;0.000994"
3770,1,163,"0.007132;0.922837;0.003035;0.004423;0.002998;0.008199;0.001944;0.004738;0.004438;0.033395;0.001410;0.005451"
3771,2,30,"0.003207;0.004795;0.966126;0.000000;0.005564;0.003792;0.001126;0.002440;0.012949;0.000000;0.000000;0.000000"
3772,3,80,"0.000000;0.004632;0.051238;0.941515;0.001174;0.000000;0.000000;0.000588;0.000000;0.000000;0.000853;0.000000"
3773,4,46,"0.000000;0.000000;0.000000;0.000796;0.906335;0.086150;0.000000;0.002406;0.000000;0.002133;0.002180;0.000000"
3774,5,475,"0.058893;0.001917;0.002803;0.003085;0.002211;0.911424;0.003827;0.004247;0.001839;0.002315;0.003099;0.004341"
3775,6,44,"0.000000;0.000000;0.000875;0.000000;0.001745;0.000000;0.977498;0.000000;0.004390;0.007061;0.008430;0.000000"
3776,7,23,"0.000000;0.000000;0.009800;0.000000;0.067091;0.000000;0.000000;0.909534;0.000000;0.005489;0.000000;0.008085"
3777,8,131,"0.000643;0.001942;0.000429;0.001498;0.002240;0.002200;0.000000;0.000903;0.931683;0.002681;0.003526;0.052256"
3778,9,52,"0.002206;0.000000;0.036752;0.000000;0.000633;0.000853;0.002014;0.003972;0.002222;0.951349;0.000000;0.000000"
3779,10,65,"0.002931;0.000000;0.001306;0.067899;0.000496;0.001496;0.002514;0.001489;0.000000;0.000000;0.919223;0.002645"
3780,11,54,"0.001468;0.024087;0.005474;0.004041;0.002557;0.002987;0.002812;0.003981;0.000000;0.008422;0.003175;0.940996"
3781,0,30,"0.952923;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.001196;0.045881;0.000000;0.000000;0.000000"
3782,1,127,"0.000089;0.957487;0.003519;0.002456;0.002366;0.021080;0.003599;0.001395;0.003321;0.000996;0.003693;0.000000"
3783,2,25,"0.000000;0.000000;0.769604;0.000000;0.000000;0.000000;0.000000;0.218165;0.000000;0.004779;0.000000;0.007453"
3784,3,60,"0.074435;0.002104;0.001900;0.907270;0.000000;0.000000;0.002032;0.000000;0.006353;0.000000;0.000907;0.004999"
3785,4,50,"0.004398;0.000000;0.000000;0.001544;0.990288;0.000000;0.002111;0.001043;0.000617;0.000000;0.000000;0.000000"
3786,5,60,"0.000000;0.000000;0.000000;0.000000;0.138398;0.860517;0.000000;0.000000;0.000000;0.001085;0.000000;0.000000"
3787,6,79,"0.002159;0.000000;0.001132;0.001753;0.003701;0.002572;0.966816;0.004133;0.002876;0.000000;0.014859;0.000000"
3788,7,49,"0.005443;0.001031;0.000000;0.000000;0.003227;0.000000;0.000430;0.884371;0.001012;0.004287;0.002078;0.098120"
3789,8,246,"0.001343;0.001196;0.039287;0.000695;0.000742;0.001676;0.000431;0.001047;0.949993;0.001927;0.000742;0.000923"
3790,9,78,"0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.926395;0.000000;0.073605"
3791,10,76,"0.000000;0.108064;0.003541;0.002119;0.000000;0.003822;0.000614;0.000000;0.000471;0.000000;0.881048;0.000321"
3792,11,67,"0.082303;0.000000;0.002796;0.002969;0.000000;0.000000;0.001644;0.009105;0.004167;0.003503;0.000000;0.893514"
3793,0,229,"0.883375;0.000000;0.115214;0.000000;0.000000;0.000000;0.000000;0.000247;0.000000;0.000603;0.000560;0.000000"
3794,1,70,"0.000607;0.969550;0.016947;0.004132;0.000744;0.002341;0.001030;0.000000;0.000000;0.000000;0.003130;0.001518"
3795,2,37,"0.000000;0.000000;0.847528;0.140613;0.001633;0.000000;0.001905;0.000000;0.000000;0.005295;0.003027;0.000000"
3796,3,20,"0.000000;0.000000;0.000000;0.865715;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.134285;0.000000"
3797,4,111,"0.000055;0.001496;0.003799;0.001903;0.945287;0.002502;0.003206;0.000891;0.000327;0.000634;0.000526;0.039373"
3798,5,70,"0.000000;0.000000;0.000000;0.000000;0.000000;0.902004;0.000000;0.000000;0.000000;0.000000;0.097996;0.000000"
3799,6,908,"0.001740;0.000982;0.002490;0.000280;0.001322;0.000924;0.933290;0.000393;0.000860;0.000544;0.000356;0.056819"
3800,7,67,"0.000000;0.000000;0.089211;0.000000;0.000000;0.000000;0.000000;0.910367;0.000000;0.000000;0.000422;0.000000"
3801,8,144,"0.003123;0.003171;0.003584;0.002521;0.001705;0.004096;0.021526;0.002361;0.946819;0.004852;0.002522;0.003719"
3802,9,73,"0.003118;0.002556;0.002382;0.002870;0.082323;0.000000;0.000883;0.003339;0.003893;0.892920;0.005234;0.000480"
3803,10,31,"0.000000;0.000000;0.016036;0.015483;0.000000;0.005950;0.005910;0.000000;0.005623;0.000000;0.950185;0.000813"
3804,11,59,"0.001370;0.003675;0.002444;0.003232;0.002138;0.000000;0.000769;0.000000;0.000000;0.026098;0.000000;0.960275"
